subslice,loss_top, f1_top, acc_top, loss_complement, f1_complement, acc_complement,
1,6.93063938617706,0.5405,0.575,0.00349666042893659,0.9756,0.975,
2,6.92716819047927,0.4444,0.5,0.00313469950924627,0.9756,0.975,
3,5.80598175525665,0.8182,0.8,0.00249339868605602,1,1,
4,5.15995675325393,0.9,0.9,0.00346018749405629,1,1,
5,4.88862484693527,0.8444,0.825,0.00278811242606025,1,1,
6,4.88653171062469,0.8444,0.825,0.00283384733484126,0.9756,0.975,
7,4.8595143854618,0.8444,0.825,0.00284505527815781,0.9756,0.975,
8,4.88299489021301,0.7727,0.75,0.00298341986490413,0.9756,0.975,
9,4.53313136100769,0.8444,0.825,0.00292256368265952,0.9756,0.975,
10,4.49976277351379,0.8511,0.825,0.00282869697548449,1,1,
11,4.49012911319732,0.8511,0.825,0.00296618603169918,0.9756,0.975,
12,4.15780839323997,0.8261,0.8,0.00317913280014181,0.9756,0.975,
13,3.91161683201789,0.8571,0.85,0.00294799638504628,1,1,
14,3.57949604094028,0.8837,0.875,0.00277462952362839,1,1,
15,2.7390239983797,0.8837,0.875,0.00292052641452755,0.9756,0.975,
16,2.4232017993927,0.9268,0.925,0.00309385312721133,0.9756,0.975,
17,2.17002756893634,0.9268,0.925,0.00304165574198123,0.9756,0.975,
18,2.16142345964908,0.9268,0.925,0.00330210862739477,0.9756,0.975,
19,2.09696833789348,0.9268,0.925,0.00335822756460402,0.9756,0.975,
20,2.12770383059978,0.878,0.875,0.00268848022824386,1,1,
21,2.01272770762443,0.9,0.9,0.00276068526727613,1,1,
22,1.86228865385055,0.9,0.9,0.00278968877682928,1,1,
23,1.69504468142986,0.9048,0.9,0.00300624191004317,1,1,
24,1.68202037364244,0.9302,0.925,0.00295282663137186,0.9756,0.975,
25,1.36678250133991,0.9302,0.925,0.00324278110929299,0.9756,0.975,
26,1.24348379299044,0.9302,0.925,0.00323667851625941,1,1,
27,1.02459330111742,0.9524,0.95,0.00294887724157888,1,1,
28,1.06018000096082,0.9524,0.95,0.00306298903888091,1,1,
29,1.0866435393691,0.9302,0.925,0.00352450259379111,0.9756,0.975,
30,1.01054997742176,0.9302,0.925,0.00333828298607841,0.9756,0.975,
31,1.03191568702459,0.9524,0.95,0.00292318925494328,1,1,
32,0.992602728307247,0.9302,0.925,0.00394448437145911,0.9756,0.975,
33,0.882849741727113,0.9302,0.925,0.00347338750725612,1,1,
34,0.827917763963341,0.9524,0.95,0.00284787821874488,1,1,
35,0.735596599057316,0.9302,0.925,0.00257290333684068,0.9744,0.975,
36,0.727270137518644,0.9302,0.925,0.00338297143753152,0.9756,0.975,
37,0.706248158589005,0.9524,0.95,0.00306801724946126,0.9756,0.975,
38,0.645081497728824,0.9302,0.925,0.00397593324305489,1,1,
39,0.647245720028877,0.9524,0.95,0.00285334863292519,1,1,
40,0.607995331287384,0.9524,0.95,0.00300878797133918,0.9756,0.975,
41,0.608946127817034,0.9524,0.95,0.00343273840553592,0.9756,0.975,
42,0.613391211256384,0.9524,0.95,0.00353578857902903,0.9756,0.975,
43,0.626945406198501,0.9524,0.95,0.00289855767914559,0.9756,0.975,
44,0.572193369269371,0.9524,0.95,0.00267144355166237,0.9756,0.975,
45,0.565123305656015,0.9524,0.95,0.00382340094074606,1,1,
46,0.538348188623786,0.9756,0.975,0.00336619980225805,0.9756,0.975,
47,0.456334099173545,0.9524,0.95,0.00298611908510793,0.9756,0.975,
48,0.450437470339238,0.9524,0.95,0.00312287821725476,0.9756,0.975,
49,0.411150358617305,0.9756,0.975,0.00325018078729044,0.9756,0.975,
50,0.423893310129642,1,1,0.00355592322011943,1,1,
51,0.423172486945986,0.9756,0.975,0.00307608325238106,0.95,0.95,
52,0.434332311153411,0.9756,0.975,0.00340058407164178,0.9756,0.975,
53,0.42033221758902,0.9756,0.975,0.00332824916404206,0.9756,0.975,
54,0.363772321492433,1,1,0.00323555002978537,0.9756,0.975,
55,0.352155844680964,1,1,0.00317478837678208,0.9756,0.975,
56,0.372036349028348,1,1,0.00339705392252653,0.9756,0.975,
57,0.359582476317882,0.9756,0.975,0.00309410910995211,0.9756,0.975,
58,0.372117642313241,0.9756,0.975,0.00317887577693909,0.9756,0.975,
59,0.329945972189307,0.9756,0.975,0.00312436631065793,0.9756,0.975,
60,0.343664137646555,0.9756,0.975,0.00344706008036155,0.9756,0.975,
61,0.330685203894972,0.9756,0.975,0.00357901880488498,0.9756,0.975,
62,0.330539152957499,1,1,0.00311548726313048,0.9756,0.975,
63,0.307766731828451,1,1,0.00351330323610454,1,1,
64,0.297111926600337,1,1,0.00322479878377635,1,1,
65,0.297283901832997,0.9756,0.975,0.00314614354283548,0.9756,0.975,
66,0.265446471981704,0.9756,0.975,0.00319619402580428,0.9756,0.975,
67,0.258295720443129,0.9756,0.975,0.00385928410833003,0.9756,0.975,
68,0.278263331390917,1,1,0.00355658074840903,1,1,
69,0.254444636404514,1,1,0.00315810460597276,1,1,
70,0.253603294491767,0.9756,0.975,0.00374954239669023,0.9756,0.975,
71,0.260055507533252,0.9756,0.975,0.00346169488329906,0.9756,0.975,
72,0.238467215560376,0.9756,0.975,0.00367391915642656,0.9756,0.975,
73,0.258585983887314,0.9756,0.975,0.00315373390913009,0.9756,0.975,
74,0.234673818573355,0.9756,0.975,0.003196332603693,0.9756,0.975,
75,0.244126923382282,1,1,0.00338691381330136,0.9756,0.975,
76,0.211435343138873,1,1,0.00287516348180361,1,1,
77,0.201483593322336,0.9756,0.975,0.00355348374432651,0.9756,0.975,
78,0.203765693120658,0.9756,0.975,0.00329203829460311,1,1,
79,0.208710469305515,0.9756,0.975,0.00346233106392901,0.9756,0.975,
80,0.189616994932293,0.9756,0.975,0.00317623562295921,0.9756,0.975,
81,0.174365506507456,0.9756,0.975,0.00339607003843411,1,1,
82,0.194737130776047,0.9756,0.975,0.00350682389398571,0.9756,0.975,
83,0.182371830567717,0.9756,0.975,0.00321057325345464,0.9744,0.975,
84,0.184112843126058,0.9756,0.975,0.00325712724588811,1,1,
85,0.176604723092168,0.9756,0.975,0.00341075801406987,0.9756,0.975,
86,0.18378070089966,0.9756,0.975,0.00321210309630259,1,1,
87,0.172294244170188,0.9756,0.975,0.00385899480897933,1,1,
88,0.162694060709327,0.9756,0.975,0.00371331576025113,1,1,
89,0.155590106267482,0.9756,0.975,0.00315623964706901,1,1,
90,0.144255177583545,0.9756,0.975,0.00319667447911342,1,1,
91,0.149636828107759,0.9756,0.975,0.00340933568077161,1,1,
92,0.136136284098029,1,1,0.00364576873835176,1,1,
93,0.12830786127597,1,1,0.00319928201497532,0.9756,0.975,
94,0.132044476922601,1,1,0.0034924379287986,0.9756,0.975,
95,0.138247987022623,1,1,0.00343835754028987,0.9756,0.975,
96,0.128913439577445,1,1,0.00352001475403085,1,1,
97,0.122784761711955,1,1,0.00332593245548196,1,1,
98,0.116549827158451,0.9756,0.975,0.00360341861960478,0.9756,0.975,
99,0.107683716341853,1,1,0.00381224213924724,1,1,
100,0.107203255640342,1,1,0.00338666274910792,1,1,
101,0.102733856532722,1,1,0.00332733971299603,0.9756,0.975,
102,0.105411385884508,1,1,0.00393258390249684,1,1,
103,0.10052931215614,0.9756,0.975,0.00408617948414757,0.9756,0.975,
104,0.100290693342685,0.9756,0.975,0.00345753494912059,1,1,
105,0.0987461227923631,1,1,0.00351749392575584,0.9756,0.975,
106,0.101648668758571,1,1,0.00294412099174223,0.9756,0.975,
107,0.101272848900407,1,1,0.00336550312931649,0.9756,0.975,
108,0.0934580760076642,1,1,0.00324993389949668,0.9744,0.975,
109,0.0920189712196588,0.9756,0.975,0.00366408826084807,1,1,
110,0.0926478209439665,0.9756,0.975,0.00321381087996996,0.9756,0.975,
111,0.093665775610134,0.9756,0.975,0.00361446583701763,0.9756,0.975,
112,0.0895244358107447,1,1,0.00343450088985264,1,1,
113,0.0939700086601078,0.9756,0.975,0.00385089608607813,0.9756,0.975,
114,0.089970164000988,0.9756,0.975,0.00329709410289069,1,1,
115,0.0861832867376506,0.9756,0.975,0.00397774022712837,1,1,
116,0.0768872012849897,0.9756,0.975,0.00339095387607812,0.9756,0.975,
117,0.083072311244905,0.9756,0.975,0.00405933275760617,0.9756,0.975,
118,0.0871027188841253,0.9756,0.975,0.00370148869114927,1,1,
119,0.078631495591253,0.9756,0.975,0.00379665690707042,1,1,
120,0.0817125169560313,0.9756,0.975,0.00332896526379045,1,1,
121,0.0820858457591384,0.9756,0.975,0.00383525718643795,0.9756,0.975,
122,0.0804967361036688,0.9756,0.975,0.00386540168256033,1,1,
123,0.0738604124635458,0.9524,0.95,0.00398507493082433,1,1,
124,0.0761110661551356,0.9524,0.95,0.00395512595423497,1,1,
125,0.0730919153429567,0.9524,0.95,0.00414310900669079,0.9756,0.975,
126,0.0696062485221773,0.9524,0.95,0.00473210681229829,1,1,
127,0.0684770559892058,1,1,0.00367565714986994,0.9756,0.975,
128,0.0661411799956113,0.9756,0.975,0.00319223749102093,1,1,
129,0.0683045648038387,1,1,0.00357280040043406,0.9756,0.975,
130,0.0648240076843649,1,1,0.00346551838447339,0.9756,0.975,
131,0.0683059978764504,0.9756,0.975,0.00333242543274536,0.9756,0.975,
132,0.0731530855409801,1,1,0.00402302900329232,1,1,
133,0.0702858113218098,1,1,0.00319279040559195,0.9756,0.975,
134,0.0703591266646981,0.9756,0.975,0.00374309482867829,0.9756,0.975,
135,0.0692910617217421,0.9756,0.975,0.00421815521258395,0.9756,0.975,
136,0.066190539393574,1,1,0.00363818834011908,0.9756,0.975,
137,0.063778216484934,1,1,0.00385718983307015,0.9756,0.975,
138,0.0644316349644213,1,1,0.00429248907312285,0.9756,0.975,
139,0.0575649593956768,1,1,0.00356856381404213,0.9756,0.975,
140,0.057423937600106,1,1,0.00344306262559257,0.9756,0.975,
141,0.0528441438218578,1,1,0.003727457835339,0.9756,0.975,
142,0.0546121398219838,1,1,0.00396457948954775,0.9756,0.975,
143,0.0582770179025828,1,1,0.00475755844672676,0.9756,0.975,
144,0.0538793470477685,1,1,0.00379810066078789,0.9756,0.975,
145,0.0548299584770575,1,1,0.00417296250816434,0.9756,0.975,
146,0.049221142893657,1,1,0.003987428965047,0.9756,0.975,
147,0.0562781936023384,1,1,0.00403137254761531,0.9756,0.975,
148,0.0516200375277549,1,1,0.00438022628077305,0.9756,0.975,
149,0.0512446165084838,1,1,0.00387284210592042,0.9756,0.975,
150,0.0526370753068476,1,1,0.00412803248036652,0.9756,0.975,
151,0.0427591131301596,1,1,0.00370984268374741,0.9756,0.975,
152,0.0442179476376622,1,1,0.00366747040243353,0.9756,0.975,
153,0.0450971113750711,1,1,0.00374053616542369,0.9756,0.975,
154,0.0441988238599151,1,1,0.004193470638711,0.9756,0.975,
155,0.0437427959404885,1,1,0.00473016024625394,0.9756,0.975,
156,0.0443103713914752,1,1,0.00415159617841709,0.9756,0.975,
157,0.0411590388976037,1,1,0.00399839050078298,0.9756,0.975,
158,0.0458730384125374,1,1,0.00377563570509664,0.9756,0.975,
159,0.0438640357460826,1,1,0.00345862910035066,0.9756,0.975,
160,0.0459406392183154,1,1,0.00386437083943747,0.9756,0.975,
161,0.0425620442256331,1,1,0.00406451949675101,0.9756,0.975,
162,0.0384569758316502,1,1,0.0038827493408462,0.9756,0.975,
163,0.0427672283258289,1,1,0.00429516786243766,0.9756,0.975,
164,0.0382343478268012,1,1,0.00394340918865054,0.9756,0.975,
165,0.0408628592267632,1,1,0.00401560493628494,0.9756,0.975,
166,0.0424713972024619,1,1,0.00444989430252462,0.9756,0.975,
167,0.0418560927500948,1,1,0.00442244634905364,0.9756,0.975,
168,0.0391239920863881,1,1,0.00378874149464536,0.9756,0.975,
169,0.0403210977092385,1,1,0.00479768028890248,0.9756,0.975,
170,0.0391128729097545,1,1,0.00406418700003996,0.9756,0.975,
171,0.0375113966874778,1,1,0.00432879352592863,0.9756,0.975,
172,0.038092671893537,1,1,0.00416145440249238,0.9756,0.975,
173,0.0373532413505017,1,1,0.00427889415004756,0.9756,0.975,
174,0.0371858865255489,1,1,0.00448487354151438,0.9756,0.975,
175,0.0369329361710697,1,1,0.00416179305466357,0.9756,0.975,
176,0.036997006740421,1,1,0.00404771644389256,0.9756,0.975,
177,0.0336353365564718,1,1,0.0042827084835153,0.9756,0.975,
178,0.0369322875048965,1,1,0.00421112308686133,0.9756,0.975,
179,0.0346850439673289,1,1,0.00458749028621241,0.9756,0.975,
180,0.0405142554081976,1,1,0.004611653246684,0.9756,0.975,
181,0.0365354854147881,1,1,0.00374386324256192,0.9756,0.975,
182,0.0343051953241229,1,1,0.0038479847862618,0.9756,0.975,
183,0.0383880289737135,1,1,0.00384485702670644,0.9756,0.975,
184,0.0340552059933543,1,1,0.00405395936104469,0.9756,0.975,
185,0.0331679896917194,1,1,0.00409118554671295,0.9756,0.975,
186,0.0301100590731948,1,1,0.00381790388200897,0.9756,0.975,
187,0.0333418928785249,1,1,0.00427851566928438,0.9756,0.975,
188,0.0305737421149387,1,1,0.00433174848149064,0.9756,0.975,
189,0.0327280887868255,1,1,0.00477236986625939,0.9756,0.975,
190,0.0334964577341452,1,1,0.00474957862752489,0.9756,0.975,
191,0.031739441328682,1,1,0.00438650473370216,0.9756,0.975,
192,0.0294455746188759,1,1,0.00451936700846999,0.9756,0.975,
193,0.0334642204688862,1,1,0.00451539085770491,0.9756,0.975,
194,0.031694816367235,1,1,0.00450117481523193,0.9756,0.975,
195,0.0299223511246964,1,1,0.00418805456138216,0.9756,0.975,
196,0.0308996209641918,1,1,0.0042246601806255,0.9756,0.975,
197,0.0289655949454754,1,1,0.00482596435176674,0.9756,0.975,
198,0.0283479548525065,1,1,0.00481106170627754,0.9756,0.975,
199,0.0320935791824013,1,1,0.00432864514004904,0.9756,0.975,
200,0.0283306570490822,1,1,0.0043479882297106,0.9756,0.975,
201,0.0302370951976627,1,1,0.00423132076684851,0.9756,0.975,
202,0.0289316086564213,1,1,0.0045843172702007,0.9756,0.975,
203,0.0295403653290122,1,1,0.00420728154131211,0.9756,0.975,
204,0.0286626064917072,1,1,0.00425983521563466,0.9756,0.975,
205,0.0276526496745646,1,1,0.00433973850158508,0.9756,0.975,
206,0.0278560845181345,1,1,0.00449021115491632,0.9756,0.975,
207,0.0265295379795134,1,1,0.00451323571905959,0.9756,0.975,
208,0.0273436789866536,1,1,0.00447336278739385,0.9756,0.975,
209,0.025322409113869,1,1,0.00515881957835517,0.9756,0.975,
210,0.0266286997939459,1,1,0.00460975509486161,0.9756,0.975,
211,0.0228010332793928,1,1,0.00473455019528046,0.9756,0.975,
212,0.0242866516346111,1,1,0.00493969063973054,0.9756,0.975,
213,0.0251658119959756,1,1,0.00510466903506312,0.9756,0.975,
214,0.0260751787573099,1,1,0.00503170512092765,0.9756,0.975,
215,0.0248853398952633,1,1,0.00484598617185838,0.9756,0.975,
216,0.024473782046698,1,1,0.00529238011222332,0.9756,0.975,
217,0.0232410900644026,1,1,0.00523683510255068,0.9756,0.975,
218,0.0220193772111088,1,1,0.00489010364981368,0.9756,0.975,
219,0.0222308336524292,1,1,0.00494232919299975,0.9756,0.975,
220,0.0237740606535226,1,1,0.00486528170586098,0.9756,0.975,
221,0.022958782792557,1,1,0.0046310928883031,0.9756,0.975,
222,0.0232823498081415,1,1,0.00446062127593904,0.9756,0.975,
223,0.0226462187711149,1,1,0.00446300448675174,0.9756,0.975,
224,0.0215120053617283,1,1,0.00443126470781862,0.9756,0.975,
225,0.0220583386835642,1,1,0.00455645387410186,0.9756,0.975,
226,0.0217685161042027,1,1,0.00479693277156911,0.9756,0.975,
227,0.0221463131019845,1,1,0.00478157655743416,0.9756,0.975,
228,0.0244328724220395,1,1,0.00473035869072191,0.9756,0.975,
229,0.0214067297056317,1,1,0.00487479794537648,0.9756,0.975,
230,0.0233862081076949,1,1,0.00465054009691812,0.9756,0.975,
231,0.0210574690718203,1,1,0.0050722247979138,0.9756,0.975,
232,0.0206628890591673,1,1,0.00456520995066966,0.9756,0.975,
233,0.0204260983737185,1,1,0.00482868251856416,0.9756,0.975,
234,0.0212143888929858,1,1,0.00528021437639836,0.9756,0.975,
235,0.0198630843078717,1,1,0.0046117898018565,0.9756,0.975,
236,0.0209501039935275,1,1,0.00472490838728845,0.9756,0.975,
237,0.0219774637371301,1,1,0.00489671489049214,0.9756,0.975,
238,0.0197901156498119,1,1,0.00436632568016648,0.9756,0.975,
239,0.021447957959026,1,1,0.00550538892275653,0.9756,0.975,
240,0.0202982635237276,1,1,0.00526713841827586,0.9756,0.975,
241,0.0210587244364433,1,1,0.00507175881648436,0.9756,0.975,
242,0.0215841972967609,1,1,0.00494218987296335,0.9756,0.975,
243,0.019106417777948,1,1,0.00491343203611904,0.9756,0.975,
244,0.0185892088338732,1,1,0.00496194756124168,0.9756,0.975,
245,0.0187876492273062,1,1,0.00513291978859342,0.9756,0.975,
246,0.0166593750473111,1,1,0.00543653641943819,0.9756,0.975,
247,0.0184264846029691,1,1,0.00561551903956569,0.9756,0.975,
248,0.0181708386517129,1,1,0.00579302792903035,0.9756,0.975,
249,0.0188998728990554,1,1,0.00507621432188898,0.9756,0.975,
250,0.0175758010009303,1,1,0.00523172409157268,0.9756,0.975,
251,0.0175196986529044,1,1,0.005861138808541,0.9756,0.975,
252,0.0181999345077201,1,1,0.00517025958106387,0.9756,0.975,
253,0.0168574610142968,1,1,0.00540630720206536,0.9756,0.975,
254,0.0182893939781934,1,1,0.00612513386295177,0.9756,0.975,
255,0.0183801593375392,1,1,0.00549219358799746,0.9756,0.975,
256,0.0184850997757166,1,1,0.00502006159513257,0.9756,0.975,
257,0.0170074932975694,1,1,0.00542028821655549,0.9756,0.975,
258,0.0164833870367147,1,1,0.00541897221410181,0.9756,0.975,
259,0.0176388101535849,1,1,0.00534307345515117,0.9756,0.975,
260,0.0173752995906397,1,1,0.00507551390910521,0.9756,0.975,
261,0.0189270815462805,1,1,0.00524493231205269,0.9756,0.975,
262,0.0170897665084339,1,1,0.00548702568630687,0.9756,0.975,
263,0.0178412116947583,1,1,0.00513438179768854,0.9756,0.975,
264,0.0170388926053419,1,1,0.0046796012611594,0.9756,0.975,
265,0.017774275096599,1,1,0.00540626855217851,0.9756,0.975,
266,0.0166055270819924,1,1,0.00567992110154591,0.9756,0.975,
267,0.0175256031798198,1,1,0.00559141396661289,0.9756,0.975,
268,0.0169984948588535,1,1,0.00532454880885779,0.9756,0.975,
269,0.0165569486562162,1,1,0.00586985467816703,0.9756,0.975,
270,0.0186169104999862,1,1,0.00563822874391917,0.9756,0.975,
271,0.0169564941897988,1,1,0.005487967049703,0.9756,0.975,
272,0.018869204330258,1,1,0.0060446351126302,0.9756,0.975,
273,0.0159691053559072,1,1,0.00573070690734311,0.9756,0.975,
274,0.0163200623355805,1,1,0.00529459366225637,0.9756,0.975,
275,0.017016488010995,1,1,0.0058452206721995,0.9756,0.975,
276,0.016987268871162,1,1,0.00565566806471906,0.9756,0.975,
277,0.0168564623454585,1,1,0.00560423400020226,0.9756,0.975,
278,0.0159716809866949,1,1,0.00537433964200317,0.9756,0.975,
279,0.0145032072323374,1,1,0.0052686154958792,0.9756,0.975,
280,0.0185324429767206,1,1,0.00566714972956106,0.9756,0.975,
281,0.0154882037895731,1,1,0.0057470200699754,0.9756,0.975,
282,0.0151931382715702,1,1,0.00504385973908938,0.9756,0.975,
283,0.0166294502560049,1,1,0.00498455463093705,0.9756,0.975,
284,0.0150536466389894,1,1,0.00501880075898952,0.9756,0.975,
285,0.014382793859113,1,1,0.00593654747353866,0.9756,0.975,
286,0.0149011358735151,1,1,0.00522520029335282,0.9756,0.975,
287,0.0142454535234719,1,1,0.00602758492459543,0.9756,0.975,
288,0.0150153403519652,1,1,0.00582565274089574,0.95,0.95,
289,0.0162669645505957,1,1,0.00573036120476899,0.9756,0.975,
290,0.0151643142453394,1,1,0.00546166166896,0.9756,0.975,
291,0.0138563041691668,1,1,0.0058767385489773,0.95,0.95,
292,0.0142725787009112,1,1,0.00612391231697984,0.9756,0.975,
293,0.0138726450386457,1,1,0.00616285395517479,0.95,0.95,
294,0.0135354490485042,1,1,0.00568408667459152,0.9756,0.975,
295,0.0151835205906536,1,1,0.00581345219688955,0.9756,0.975,
296,0.0127813696744851,1,1,0.00542169243271928,0.9756,0.975,
297,0.0135604215029161,1,1,0.00636883580591529,0.9756,0.975,
298,0.0139583509298972,1,1,0.00557704889797605,0.9756,0.975,
299,0.01219637869508,1,1,0.00574229938501957,0.95,0.95,
300,0.0131654975120909,1,1,0.00587863865075632,0.95,0.95,
301,0.0126746362075209,1,1,0.00564008395303972,0.95,0.95,
302,0.0116801579133607,1,1,0.00634807071764953,0.95,0.95,
303,0.0154058595071546,1,1,0.00502726444392465,0.9756,0.975,
304,0.0145791094400919,1,1,0.00636010323069058,0.95,0.95,
305,0.01439611450769,1,1,0.00609473176882602,0.9756,0.975,
306,0.0129995327442884,1,1,0.0058233554882463,0.9756,0.975,
307,0.0123906930384691,1,1,0.00619629377615638,0.95,0.95,
308,0.0130494350451044,1,1,0.00600068364292383,0.9756,0.975,
309,0.0123643653350882,1,1,0.00629899220075458,0.9756,0.975,
310,0.012210787332151,1,1,0.00604046243824996,0.9756,0.975,
311,0.0132712090853601,1,1,0.0074357992853038,0.95,0.95,
312,0.0132957365713082,1,1,0.00576276838546618,0.95,0.95,
313,0.0127087988948915,1,1,0.0064096511923708,0.9756,0.975,
314,0.0114462208002805,1,1,0.00664002157282084,0.9756,0.975,
315,0.0128558495780453,1,1,0.00604521605418995,0.95,0.95,
316,0.0111757573322393,1,1,0.00596682960167527,0.95,0.95,
317,0.011245483008679,1,1,0.00671488340594805,0.95,0.95,
318,0.0124784054351039,1,1,0.00662328288308344,0.95,0.95,
319,0.0123877433943562,1,1,0.00652584948693402,0.95,0.95,
320,0.0120257737289648,1,1,0.00695654566516168,0.95,0.95,
321,0.0120674729114398,1,1,0.00614108575973659,0.95,0.95,
322,0.0123528763651847,1,1,0.00645037868525832,0.95,0.95,
323,0.0120499530457891,1,1,0.00813763117184862,0.95,0.95,
324,0.0131011027260683,1,1,0.00614443428639788,0.95,0.95,
325,0.0121871112496592,1,1,0.00606408959720283,0.95,0.95,
326,0.0108873278950341,1,1,0.0064979993912857,0.95,0.95,
327,0.01167037821142,1,1,0.00668823515297845,0.95,0.95,
328,0.0110490272054448,1,1,0.00693032414710614,0.95,0.95,
329,0.0109385661198757,1,1,0.00707033323124051,0.95,0.95,
330,0.0118803631048649,1,1,0.00654455480980686,0.95,0.95,
331,0.011575486161746,1,1,0.00625147804385051,0.95,0.95,
332,0.011628340173047,1,1,0.00777361055952496,0.95,0.95,
333,0.011213841906283,1,1,0.00685973421786911,0.95,0.95,
334,0.011593189148698,1,1,0.00885227174148894,0.95,0.95,
335,0.0105426997179165,1,1,0.00647889397805556,0.9756,0.975,
336,0.0119979428709484,1,1,0.00665164543897844,0.95,0.95,
337,0.0107822096906602,1,1,0.00710208778036758,0.95,0.95,
338,0.0112213663524016,1,1,0.0070130429812707,0.95,0.95,
339,0.0111550885485485,1,1,0.0072180827264674,0.95,0.95,
340,0.010715982352849,1,1,0.00716741010546684,0.9756,0.975,
341,0.0112345049274154,1,1,0.00735508251818828,0.95,0.95,
342,0.0108577101782429,1,1,0.00778021645965054,0.95,0.95,
343,0.0107887832564301,1,1,0.00618625138304196,0.9756,0.975,
344,0.0099057316838298,1,1,0.00647223441046662,0.9756,0.975,
345,0.0106154179375153,1,1,0.00673629919765517,0.9756,0.975,
346,0.0117916642338968,1,1,0.00745288940379396,0.95,0.95,
347,0.0100193131365813,1,1,0.00633489893516525,0.9756,0.975,
348,0.0102671002969145,1,1,0.0073900319985114,0.9756,0.975,
349,0.0110003554145805,1,1,0.00697095898794941,0.9756,0.975,
350,0.0117143112292978,1,1,0.00719875819049775,0.9756,0.975,
351,0.00982198980636894,1,1,0.00714692231849767,0.9756,0.975,
352,0.00922724313568323,1,1,0.00804407175746746,0.9756,0.975,
353,0.0108439392643049,1,1,0.00748231791658327,0.9756,0.975,
354,0.0102324601029977,1,1,0.0085255793237593,0.9756,0.975,
355,0.00916263193357735,1,1,0.00666063927928917,0.9756,0.975,
356,0.0100252932170405,1,1,0.00681179476669058,0.9756,0.975,
357,0.0110280801891349,1,1,0.00716223896597512,0.9756,0.975,
358,0.0104890294605866,1,1,0.00750763629912398,0.9756,0.975,
359,0.00977312734175939,1,1,0.00756082037696614,0.9756,0.975,
360,0.00980416100355796,1,1,0.00796617634478025,0.9756,0.975,
361,0.0117018910241313,1,1,0.00760582293150946,0.9756,0.975,
362,0.0105077479965984,1,1,0.00776846089866012,0.9756,0.975,
363,0.0100536801037378,1,1,0.00737114297226071,0.9756,0.975,
364,0.00923556159250438,1,1,0.00758715576375834,0.9756,0.975,
365,0.00923557416535914,1,1,0.00645313982386142,0.9756,0.975,
366,0.00971649441635236,1,1,0.00746822272776626,0.9756,0.975,
367,0.0108028732356615,1,1,0.00712922618549782,0.9756,0.975,
368,0.0092779352562502,1,1,0.00740591352223418,0.9756,0.975,
369,0.00929483183426782,1,1,0.00766992266289889,0.9756,0.975,
370,0.00970971884089522,1,1,0.00774948400794528,0.9756,0.975,
371,0.00978778698481619,1,1,0.00779082847293466,0.9756,0.975,
372,0.00934944491018541,1,1,0.0074156877817586,0.9756,0.975,
373,0.0102211480843834,1,1,0.00729191556456498,0.9756,0.975,
374,0.00945439576753415,1,1,0.00763000277220271,0.9756,0.975,
375,0.00935108764679171,1,1,0.00781006220495328,0.9756,0.975,
376,0.0109878416988067,1,1,0.00765106693143025,0.9756,0.975,
377,0.00925874442327767,1,1,0.00904951736447401,0.9756,0.975,
378,0.00995110152871348,1,1,0.00775434132083319,0.9756,0.975,
379,0.00995920540299266,1,1,0.00774964853189885,0.9756,0.975,
380,0.0105465377564542,1,1,0.00825543381506577,0.9756,0.975,
381,0.00843171717133373,1,1,0.00775199383497238,0.9756,0.975,
382,0.00838845764519646,1,1,0.00780579734419006,0.9756,0.975,
383,0.00954546782304532,1,1,0.0081898744974751,0.9756,0.975,
384,0.00896441613440401,1,1,0.00721647628233768,0.9756,0.975,
385,0.00865353364497423,1,1,0.00751408137148246,0.9756,0.975,
386,0.00858110107947141,1,1,0.00862477911869064,0.9756,0.975,
387,0.00834568782011047,1,1,0.00745552618172951,0.9756,0.975,
388,0.00802684406517073,1,1,0.00866883975686505,0.9756,0.975,
389,0.00809362245490774,1,1,0.00863004964776337,0.9756,0.975,
390,0.00868483923841267,1,1,0.00701483059674501,0.9756,0.975,
391,0.0100351798173505,1,1,0.00823615078115835,0.9756,0.975,
392,0.00826829692232422,1,1,0.00873293221229687,0.9756,0.975,
393,0.00864577080938033,1,1,0.00851161978789605,0.9756,0.975,
394,0.00829789118142798,1,1,0.00860990947694517,0.9756,0.975,
395,0.00793849513866007,1,1,0.00846338958945125,0.9756,0.975,
396,0.00907201049267314,1,1,0.00871238013496622,0.9756,0.975,
397,0.00935934309381991,1,1,0.00828659426770173,0.9756,0.975,
398,0.00868847558740526,1,1,0.00798912110622041,0.9756,0.975,
399,0.00790685552055947,1,1,0.00931211013812571,0.9756,0.975,
400,0.00802702124929055,1,1,0.00826459974632598,0.9756,0.975,