prediction,label,word
0.9998694658279419,1,trout
0.9999985694885254,1,jaguar
0.9998949766159058,1,dunlin
0.999993085861206,1,caterpillar
0.9998631477355957,1,eel
0.9999983310699463,1,platypus
0.9999998807907104,1,lynx
0.9998286962509155,1,newt
0.9985093474388123,1,crane
0.9999380111694336,1,numbat
1.0,1,waterbuck
0.9968259334564209,1,ibex
0.9998507499694824,1,gull
0.9999676942825317,1,bison
0.9999997615814209,1,lion
0.997111439704895,1,rook
1.0,1,blue sheep
0.9999998807907104,1,chimpanzee
0.9999994039535522,1,scorpion
0.9928215146064758,1,mole
0.9999303817749023,1,reddeer
0.9990745782852173,1,squid
0.9969261288642883,1,kiang
0.9999996423721313,1,elk
0.9983202815055847,1,ape
0.9978861212730408,1,dotterel
0.9999985694885254,1,hawk
0.9999570846557617,1,dog
0.9999998807907104,1,lapwing
0.9967260360717773,1,reindeer
1.0,1,tiger
0.999071478843689,1,galago
0.9999998807907104,1,giraffe
1.0,1,lemur
0.9985278844833374,1,narwhal
0.9999749660491943,1,oryx
0.9926151037216187,1,mule
0.9997844099998474,1,dove
0.9999911785125732,1,buffalo
0.9999995231628418,1,mosquito
0.9996603727340698,1,pallas's cat
0.9999128580093384,1,redpanda
0.9958763122558594,1,serval
1.0,1,tasmanian tiger
0.9999914169311523,1,bharal
0.9999988079071045,1,dingo
0.9969582557678223,1,cuscus
0.999961256980896,1,ferret
0.9998144507408142,1,horse
0.9999998807907104,1,chinkara
0.9948700666427612,1,hartebeest
1.0,1,wombat
0.9992209672927856,1,skunk
1.0,1,owl
0.9999885559082031,1,raven
0.9999719858169556,1,kangaroo
0.9955964684486389,1,wolverine
1.0,1,hyena
0.9991315007209778,1,eland
0.9999842643737793,1,bobcat
0.9907166361808777,1,takin
0.9999700784683228,1,indri
0.9999984502792358,1,seahorse
1.0,1,ostrich
0.9999957084655762,1,sheep
0.9968293309211731,1,addax
1.0,1,cockroach
0.999104917049408,1,mouflon
1.0,1,mantis
0.9999972581863403,1,camel
0.9999995231628418,1,pelican
0.9999977350234985,1,starling
0.9999997615814209,1,possum
0.9999953508377075,1,springbok
0.9999985694885254,1,grasshopper
0.9998763799667358,1,pig
0.9999971389770508,1,ram
1.0,1,quail
0.9999854564666748,1,hedgehog
1.0,1,pheasant
1.0,1,bandicoot
0.9952929615974426,1,aye-aye
1.0,1,chinchilla
0.9999923706054688,1,spider
0.9999979734420776,1,cheetah
0.9999998807907104,1,parrot
0.9999990463256836,1,cougar
0.9997716546058655,1,tahr
0.9999649524688721,1,badger
0.9999759197235107,1,loris
0.9949401617050171,1,sardine
0.9985318183898926,1,worm
1.0,1,clouded leopard
0.9999167919158936,1,barracuda
0.996355414390564,1,banteng
0.9999582767486572,1,goat
0.9997383952140808,1,kudu
1.0,1,wild goat
0.9999960660934448,1,goldfinch
0.9956264495849609,1,ox
0.9998493194580078,1,curlew
0.9903312921524048,1,octopus
0.9997871518135071,1,goose
0.9999656677246094,1,coyote
0.9999722242355347,1,vulture
0.9993694424629211,1,stork
0.9999184608459473,1,ragh
0.9999960660934448,1,gayal
0.9999731779098511,1,zebra
0.9970355033874512,1,sugar glider
0.9999998807907104,1,nilgai
1.0,1,walrus
0.9982315897941589,1,swallow
1.0,1,koala bear
0.9999960660934448,1,wasp
0.9999991655349731,1,turtle
0.9999935626983643,1,rabbit
0.9999994039535522,1,caracal
0.9999920129776001,1,ant
0.9940285682678223,1,seal
0.9998101592063904,1,gaur
0.9999144077301025,1,partridge
0.9998086094856262,1,swan
0.9999998807907104,1,fox
0.9999972581863403,1,goshawk
0.9999953508377075,1,grouse
0.9994046688079834,1,shrew
0.9999998807907104,1,tasmanian devil
0.9999996423721313,1,koala
1.0,1,spoonbill
0.9999997615814209,1,hopping mouse
0.9999995231628418,1,antelope
0.9995348453521729,1,llama
0.9999914169311523,1,barasingha
0.9996798038482666,1,shark
0.9929022192955017,1,gerbil
0.9987940788269043,1,fish
0.9962581396102905,1,margay
1.0,1,leopard
0.9999997615814209,1,panther
1.0,1,bat
0.9999746084213257,1,meerkat
0.9999992847442627,1,wallaby
0.9999865293502808,1,deer
0.994400680065155,1,flamingo
0.9998539686203003,1,dugong
1.0,1,wildcat
1.0,1,dragonfly
0.9998925924301147,1,quetzal
0.9996432065963745,1,capybara
0.9999886751174927,1,chamois
0.9999797344207764,1,baboon
0.9987976551055908,1,armadillo
0.9999997615814209,1,jackal
1.0,1,eagle
1.0,1,lyrebird
0.9999972581863403,1,crow
0.9988957643508911,1,snail
0.9987737536430359,1,fossa
0.9989012479782104,1,bee
0.999964714050293,1,wren
0.9998866319656372,1,porpoise
0.9977902173995972,1,penguin
1.0,1,blackbuck
0.9955268502235413,1,saiga
0.9999771118164062,1,snake
0.9994375109672546,1,sandpiper
1.0,1,stingray
0.9999977350234985,1,duck
1.0,1,manatee
0.9999914169311523,1,alpaca
0.9947821497917175,1,clam
0.998950719833374,1,quoll
0.9937008619308472,1,chough
0.9999836683273315,1,monkey
0.9999997615814209,1,albatross
0.9997439980506897,1,impala
0.9999911785125732,1,pygmy goat
0.9999984502792358,1,musk deer
0.9891297817230225,1,ass
0.9999994039535522,1,squirrel
0.9998910427093506,1,beaver
0.9999985694885254,1,bear
0.9887263178825378,1,fly
0.9970828890800476,1,gnu
0.9999992847442627,1,finch
0.9967196583747864,1,okapi
0.9999685287475586,1,mouse
1.0,1,peafowl
0.9999123811721802,1,marbled cat
0.9981677532196045,1,aardwolf
0.9999990463256836,1,heron
0.9999942779541016,1,wolf
0.9999920129776001,1,boar
0.9968351721763611,1,emu
0.9999988079071045,1,jellyfish
0.9999905824661255,1,kouprey
0.999963641166687,1,mandrill
0.9998754262924194,1,rat
0.9999771118164062,1,moose
0.9998773336410522,1,tapir
0.9999922513961792,1,argali
0.9966073036193848,1,louse
0.9999992847442627,1,locust
0.9999765157699585,1,chicken
0.9999903440475464,1,salmon
0.9999136924743652,1,caribou
0.9999498128890991,1,sambar
1.0,1,falcon
0.9980860948562622,1,nightingale
1.0,1,rhinoceros
0.9999877214431763,1,reedbuck
0.9999303817749023,1,cassowary
0.9995823502540588,1,gorilla
0.9958005547523499,1,quelea
0.9999616146087646,1,woodpecker
0.9971038699150085,1,muntjac
0.9991022348403931,1,ocelot
0.9999850988388062,1,hippopotamus
0.9999996423721313,1,woodcock
0.9999924898147583,1,hare
0.9995834231376648,1,butterfly
0.9999523162841797,1,javan rusa
0.9944663643836975,1,pony
1.0,1,mallard
0.9999945163726807,1,mink
2.663106215550215e-07,0,why
1.1420023838581983e-05,0,aren't
0.0007916484610177577,0,theorybreeze
3.585112153814407e-06,0,always
5.458219675347209e-05,0,years
4.149126198171871e-06,0,Mr.
0.0015569169772788882,0,tennis racket
0.0027005635201931,0,cascade
3.469249065801705e-08,0,to
0.0007212723139673471,0,rain
1.5903970052022487e-07,0,%
0.0003526841173879802,0,indulgence
1.8785251086228527e-05,0,body
1.7041782029991737e-06,0,almost
2.7697371479007415e-05,0,The
9.01077470416567e-08,0,growth
6.539698915730696e-08,0,2
4.350129529484548e-06,0,lie
3.0169942419888685e-06,0,tie
9.687358897281229e-07,0,off
0.003035294823348522,0,flush
0.0021849586628377438,0,toilet
0.007714696228504181,0,moo
2.8125425615144195e-06,0,while
0.001308603212237358,0,softness
2.669204150151927e-05,0,weren't
9.864492085398524e-07,0,not
2.0781465082109207e-06,0,high
3.2906331171034253e-07,0,measurement
1.5034131592983613e-06,0,industry
0.0035665228497236967,0,fluke
3.872091474477202e-05,0,#
2.452098442518036e-06,0,he
0.001711999881081283,0,effigy
0.005417156033217907,0,eye
1.7305945220869035e-05,0,must
0.00012709938164334744,0,nonetheless
5.0485490646678954e-05,0,book
1.7378002326040587e-07,0,theory
2.5302442807628722e-08,0,business
7.82311981311068e-05,0,law
0.00018754850316327065,0,his
7.26842230847069e-08,0,everywhere
0.0025584797840565443,0,surf
0.00206028507091105,0,man
0.01330453809350729,0,airplane
3.3691527345780514e-10,0,make
5.880374374100938e-07,0,slice
4.881161203229567e-06,0,number
3.8757971054792506e-08,0,are
1.7898422584039508e-06,0,no
0.004210290964692831,0,nutrient
5.356892415875336e-06,0,fear
4.837959295400651e-07,0,peace
2.6279533216211348e-08,0,suddenly
0.0003594762529246509,0,mother
3.883759447376178e-08,0,purpose
4.366385837784037e-05,0,handbag
1.4835686670267023e-06,0,does
0.0004563409020192921,0,her
1.195273480192327e-08,0,finally
3.553980434389814e-07,0,less
2.2282160898612347e-06,0,etc.
1.6903263144740777e-07,0,problem
0.0010691945208236575,0,shipment
1.2907975360576529e-05,0,back
1.4687170732941013e-06,0,either
8.1734206105466e-06,0,person
1.6634990607222733e-10,0,be
2.2002679543220438e-05,0,under
0.01257933396846056,0,quagmire
3.7577519833575934e-06,0,combination
0.002734282985329628,0,trumpet
0.0007677827961742878,0,container
1.1651460596340257e-07,0,slowly
9.911575489240931e-07,0,near
1.7483889678260311e-06,0,charge
8.87554030271076e-09,0,THAT
0.004656524397432804,0,crave
0.004893642384558916,0,pinnacle
0.0032040225341916084,0,aroma
1.2884510397270788e-05,0,skis
2.9043221729807556e-06,0,darkness
0.0001335200504399836,0,whether
5.154779501026496e-05,0,sip
0.0002765399403870106,0,descend
0.0004701924917753786,0,whose
6.125382697064197e-06,0,doesn't
8.033705671550706e-05,0,sit
1.1744387848011684e-05,0,order
1.3112631677358877e-05,0,laptop
4.3407366320025176e-05,0,dark
1.4705160538142081e-05,0,dream
6.373113592417212e-06,0,war
0.0037750997580587864,0,soar
1.3548946071750834e-06,0,fast
0.0011531875934451818,0,thrice
7.595521651637682e-07,0,which
4.273148533684434e-06,0,half
0.0040093413554131985,0,car
0.003367791650816798,0,stride
4.2528208723524585e-06,0,few
1.935177351697348e-06,0,tree
6.321334512904286e-05,0,didn't
4.686702141043497e-06,0,it
4.220035407342948e-06,0,moreover
1.1678704936457507e-07,0,science
0.00012452695227693766,0,according
0.008958658203482628,0,orange
0.0001840005861595273,0,ain't
9.379569746670313e-06,0,adventure
1.322911344914246e-07,0,something
1.58539216954523e-06,0,here's
1.296402024308918e-05,0,because
2.4050791580521036e-06,0,billion
0.000217658540350385,0,elegance
2.542845720654441e-07,0,fire
1.661164006350191e-08,0,light
7.736424834092759e-09,0,safety
1.3507272342394572e-05,0,false
0.00015188465476967394,0,its
1.0336261624388499e-08,0,individuality
3.009715783264255e-07,0,grace
8.87554030271076e-09,0,that
8.872630132827908e-05,0,trying
0.00020428825519047678,0,song
2.40906829276355e-05,0,house
0.00014917406952008605,0,lot
0.00539443688467145,0,rinse
0.00014832829765509814,0,containment
5.0769649817539175e-08,0,cut
0.0008901532855816185,0,Containers
1.0730938129199785e-06,0,for
1.3836016421464592e-07,0,snowboard
0.00243995594792068,0,yearning
2.1173323148104828e-06,0,only
5.106585732050917e-08,0,stop
0.0003141725028399378,0,pizza
0.003231876064091921,0,frisbee
0.003230130299925804,0,voyage
1.4119972036041872e-07,0,reflection
1.331641897195368e-06,0,catalyst
2.5746314236130274e-07,0,once
1.6957248050175622e-08,0,hence
4.27026861871127e-06,0,should
8.158773425748223e-07,0,productivity
8.259188689407893e-06,0,largest
0.005216591060161591,0,catch
0.0009344362770207226,0,&
4.126230123802088e-05,0,longer
0.0002873621415346861,0,somebody
8.469648982156741e-09,0,experience
0.00015262680244632065,0,small
0.000216770451515913,0,lounge
0.008092915639281273,0,bark
9.743685950525105e-06,0,face
4.686702141043497e-06,0,It
0.0011287061497569084,0,sky
1.2796568853445933e-06,0,nobody
0.0002643142070155591,0,glide
0.00025024733622558415,0,can't
2.4847633994795615e-06,0,past
0.008176772855222225,0,fandangocompanion
0.0005506137385964394,0,utopia
7.645411983503436e-07,0,Most
1.235125364473788e-05,0,every
0.0001294061803491786,0,wind
3.174669984673528e-07,0,there
1.6915632228275967e-09,0,thus
1.0487791769264732e-05,0,but
4.773171369265583e-08,0,bright
3.7037827382846444e-07,0,neither
5.712628308174317e-07,0,transportation
1.737004140522913e-08,0,smile
0.00862731784582138,0,zealot
3.505180984575418e-06,0,dining table
4.57293253930402e-07,0,on
0.010573501698672771,0,ouch
0.001995566301047802,0,may
0.000264240603428334,0,thrill
3.3822443583630957e-06,0,area
2.852779523720983e-08,0,celebration
0.00010092030424857512,0,new
0.0011217246064916253,0,Corp.
7.133956387406215e-06,0,higher
1.2960332469447167e-06,0,nowhere
6.912478056619875e-06,0,today
1.071749338166228e-07,0,just
7.735376857453957e-05,0,discovery
0.006484656129032373,0,saga
0.00015389455074910074,0,rendezvous
0.00015862986037973315,0,parking meter
0.013410388492047787,0,besuboru
0.004269144497811794,0,bench
4.8391360252253435e-08,0,money
0.00011711572733474895,0,serenity
0.00011810723663074896,0,knife
2.279608224853291e-06,0,Who
5.972022876221672e-09,0,sound
0.00029484747210517526,0,wanderlust
7.158019798225723e-06,0,least
0.002978522563353181,0,shan't
1.1034632763085028e-07,0,expected
9.86632002764054e-08,0,slow
1.0086486327054445e-05,0,childhood
0.0002646959910634905,0,flight
2.7330586817697622e-05,0,computer
1.3250254369268077e-06,0,compared
0.0011405693367123604,0,purr
2.3163595415098825e-06,0,study
0.00030231152777560055,0,air
0.0006502919713966548,0,chair
8.406979645769752e-08,0,where
0.005338638089597225,0,graze
0.016395939514040947,0,carrot
2.875509198929649e-05,0,mustn't
0.0004719884891528636,0,earlier
4.8460819357387663e-08,0,solution
0.0019719405099749565,0,although
4.284705028112512e-06,0,worse
7.063886732794344e-05,0,nowadays
0.0018690412398427725,0,job
6.569267497980036e-06,0,smart
0.004334703553467989,0,glyph
4.351687366010992e-08,0,happiness
1.6785410480224527e-05,0,drainage
0.9999963045120239,1,wallaroo
0.9835399389266968,1,jay
0.9970093965530396,1,pigeon
0.06441839039325714,1,turkey
0.999613344669342,1,quokka
0.9338763952255249,1,cormorant
0.9999874830245972,1,cobra
0.9989180564880371,1,mongoose
0.9999881982803345,1,hyrax
0.9998569488525391,1,hamster
0.9961362481117249,1,tarsier
0.9999855756759644,1,dolphin
0.9999867677688599,1,raccoon
0.9354045391082764,1,bilby
0.00044925077236257493,1,rail
0.9998267292976379,1,lobster
0.9992221593856812,1,donkey
0.9997958540916443,1,opossum
0.7139753699302673,1,aardvark
0.9999994039535522,1,elephant
0.9999880790710449,1,eld's deer
0.999975323677063,1,gazelle
0.9998956918716431,1,oyster
0.01243341900408268,1,bongo
1.0,1,hummingbird
0.9999991655349731,1,frog
0.9999940395355225,1,sparrow
0.9999439716339111,1,dinosaur
0.999613344669342,1,cod
0.9999772310256958,1,crab
0.9700601696968079,1,capra
0.9999796152114868,1,lark
0.9992194175720215,1,herring
0.9990741014480591,1,marten
0.9994957447052002,1,weasel
0.9985812902450562,1,urial
0.13773424923419952,1,stinkbug
0.9999964237213135,1,toad
0.9999998807907104,1,elephant shrew
0.9984384179115295,1,sifaka
0.9996572732925415,1,markhor
1.0,1,viper
0.9987801909446716,1,gnat
0.9966854453086853,1,yak
0.9999879598617554,1,chital
0.9998767375946045,1,echidna
0.9996213912963867,1,hornet
0.9997850060462952,1,otter
0.9998418092727661,1,alligator
0.9999983310699463,1,magpie
0.9918999671936035,1,kookabura
0.7628928422927856,1,wildebeest
0.9999997615814209,1,crocodile
0.9997252821922302,1,porcupine
0.9999998807907104,1,salamander
0.9616160988807678,1,termite
0.9999990463256836,1,whale
4.7213881771313027e-05,0,throw
9.404991033079568e-06,0,trading
0.0006059596198610961,0,backpack
0.00037010066444054246,0,bad
2.0482870866089797e-07,0,knowledge
3.2635091429256136e-07,0,joy
6.944027518329676e-06,0,commute
4.194206439933623e-07,0,cooling
0.0002111057547153905,0,some
7.988517154444708e-07,0,nature
0.4567844271659851,0,apple
6.212403604877181e-06,0,one
3.4088623035444243e-09,0,therefore
7.96527001512004e-06,0,doing
8.046949005802162e-06,0,side
2.809569559758529e-05,0,who's
0.0029761388432234526,0,hat
6.176800866342091e-07,0,start
1.2916681953356601e-05,0,could
9.360619151266292e-05,0,our
0.9999064207077026,0,cat
1.0671166172926405e-08,0,value
1.237423475686228e-06,0,all
0.0070478362031280994,0,carry
0.0002925430017057806,0,shoes
0.055478863418102264,0,cutlery
1.2240228386417584e-07,0,measure
0.016162583604454994,0,baseball glove
4.8290396080119535e-05,0,tryst
0.8807960152626038,0,star
4.806788183486788e-06,0,after
1.4903171177138574e-06,0,rest
9.691355080576614e-05,0,chop
4.523128609434934e-06,0,word
9.106317520490848e-06,0,tea
1.4152708899928257e-05,0,indulge
0.001887200167402625,0,suitcase
1.457994081022207e-08,0,score
7.84999610914383e-06,0,$
2.3031034288578667e-06,0,input
1.8863327568396926e-05,0,internet
5.171978409634903e-05,0,oh
5.1634542614920065e-06,0,good
4.655207419546059e-08,0,if
3.278141775808763e-07,0,such
0.0005934513173997402,0,bottle
4.2933229451591615e-06,0,class
4.244994488544762e-05,0,U.S.
5.889461007768659e-08,0,better
0.002169928280636668,0,tv
0.0005440989043563604,0,sports ball
2.408795385377971e-09,0,is
8.629750709587825e-07,0,game
0.45657485723495483,0,quasar
0.002360826125368476,0,vase
2.611679121855559e-07,0,will
4.450064807315357e-05,0,consume
